seccion,municipio_clave,municipio,distrito_local,distrito_federal,tipo_seccion,tipo_codigo,centroide_lon,centroide_lat
999,6,CULIACAN,15,5,MIXTA,3,-107.463574,24.75106
1001,6,CULIACAN,15,5,URBANA,2,-107.450926,24.773369
1002,6,CULIACAN,15,5,URBANA,2,-107.451982,24.770534
1003,6,CULIACAN,15,5,URBANA,2,-107.449191,24.768397
1004,6,CULIACAN,15,5,URBANA,2,-107.452843,24.767859
1005,6,CULIACAN,15,5,URBANA,2,-107.445222,24.767352
1006,6,CULIACAN,14,5,URBANA,2,-107.438326,24.775076
1007,6,CULIACAN,14,5,URBANA,2,-107.447343,24.781264
1008,6,CULIACAN,14,5,URBANA,2,-107.436975,24.784358
1009,6,CULIACAN,14,5,URBANA,2,-107.437011,24.786017
1010,6,CULIACAN,14,5,URBANA,2,-107.435574,24.785891
1011,6,CULIACAN,14,5,URBANA,2,-107.433672,24.787331
1012,6,CULIACAN,14,5,URBANA,2,-107.428924,24.78862
1013,6,CULIACAN,14,5,URBANA,2,-107.426099,24.788964
1014,6,CULIACAN,14,5,URBANA,2,-107.422034,24.790421
1015,6,CULIACAN,14,5,URBANA,2,-107.417956,24.791341
1016,6,CULIACAN,14,5,URBANA,2,-107.415766,24.791137
1017,6,CULIACAN,14,5,URBANA,2,-107.41268,24.791896
1018,6,CULIACAN,14,5,URBANA,2,-107.409492,24.793282
1019,6,CULIACAN,14,5,URBANA,2,-107.406279,24.793821
1020,6,CULIACAN,14,5,URBANA,2,-107.404509,24.794226
1021,6,CULIACAN,14,5,URBANA,2,-107.402748,24.79575
1022,6,CULIACAN,14,5,URBANA,2,-107.402399,24.794519
1023,6,CULIACAN,14,5,URBANA,2,-107.402073,24.793476
1024,6,CULIACAN,14,5,URBANA,2,-107.404357,24.792715
1025,6,CULIACAN,14,5,URBANA,2,-107.408129,24.792296
1026,6,CULIACAN,14,5,URBANA,2,-107.409992,24.791569
1027,6,CULIACAN,14,5,URBANA,2,-107.411809,24.790386
1028,6,CULIACAN,14,5,URBANA,2,-107.414346,24.790574
1029,6,CULIACAN,14,5,URBANA,2,-107.41348,24.789186
1030,6,CULIACAN,14,5,URBANA,2,-107.415162,24.788186
1031,6,CULIACAN,14,5,URBANA,2,-107.416077,24.788425
1032,6,CULIACAN,14,5,URBANA,2,-107.417686,24.788082
1033,6,CULIACAN,14,5,URBANA,2,-107.419043,24.788815
1034,6,CULIACAN,14,5,URBANA,2,-107.420775,24.787304
1035,6,CULIACAN,14,5,URBANA,2,-107.421801,24.787952
1036,6,CULIACAN,14,5,URBANA,2,-107.422856,24.788565
1037,6,CULIACAN,14,5,URBANA,2,-107.42639,24.787367
1038,6,CULIACAN,14,5,URBANA,2,-107.427964,24.785037
1039,6,CULIACAN,14,5,URBANA,2,-107.422712,24.785965
1040,6,CULIACAN,14,5,URBANA,2,-107.418934,24.786572
1041,6,CULIACAN,14,5,URBANA,2,-107.415398,24.786297
1042,6,CULIACAN,14,5,URBANA,2,-107.41334,24.787507
1043,6,CULIACAN,14,5,URBANA,2,-107.411137,24.788761
1044,6,CULIACAN,14,5,URBANA,2,-107.40939,24.789966
1045,6,CULIACAN,14,5,URBANA,2,-107.407494,24.79069
1046,6,CULIACAN,14,5,URBANA,2,-107.405287,24.791401
1047,6,CULIACAN,14,5,URBANA,2,-107.403409,24.791635
1048,6,CULIACAN,14,5,URBANA,2,-107.401711,24.792144
1049,6,CULIACAN,14,5,URBANA,2,-107.401665,24.790218
1050,6,CULIACAN,14,5,URBANA,2,-107.403533,24.790183
1051,6,CULIACAN,14,5,URBANA,2,-107.405005,24.789888
1052,6,CULIACAN,14,5,URBANA,2,-107.407679,24.789157
1053,6,CULIACAN,14,5,URBANA,2,-107.406649,24.788453
1054,6,CULIACAN,14,5,URBANA,2,-107.408508,24.787564
1055,6,CULIACAN,14,5,URBANA,2,-107.410229,24.787101
1056,6,CULIACAN,14,5,URBANA,2,-107.411873,24.786171
1057,6,CULIACAN,14,5,URBANA,2,-107.413888,24.785451
1058,6,CULIACAN,14,5,URBANA,2,-107.418545,24.784398
1059,6,CULIACAN,14,5,URBANA,2,-107.420513,24.784706
1060,6,CULIACAN,14,5,URBANA,2,-107.422813,24.784099
1061,6,CULIACAN,14,5,URBANA,2,-107.424646,24.784636
1062,6,CULIACAN,14,5,URBANA,2,-107.425755,24.783014
1063,6,CULIACAN,14,5,URBANA,2,-107.426923,24.781443
1064,6,CULIACAN,14,5,URBANA,2,-107.429085,24.780743
1065,6,CULIACAN,14,5,URBANA,2,-107.430349,24.782607
1066,6,CULIACAN,14,5,URBANA,2,-107.431097,24.78069
1067,6,CULIACAN,14,5,URBANA,2,-107.431772,24.778727
1068,6,CULIACAN,14,5,URBANA,2,-107.430315,24.77806
1069,6,CULIACAN,14,5,URBANA,2,-107.427625,24.779655
1070,6,CULIACAN,14,5,URBANA,2,-107.425121,24.780865
1071,6,CULIACAN,14,5,URBANA,2,-107.423077,24.780266
1072,6,CULIACAN,14,5,URBANA,2,-107.423526,24.782332
1073,6,CULIACAN,14,5,URBANA,2,-107.421166,24.782205
1074,6,CULIACAN,14,5,URBANA,2,-107.417676,24.783246
1075,6,CULIACAN,14,5,URBANA,2,-107.414465,24.784199
1076,6,CULIACAN,14,5,URBANA,2,-107.412081,24.783175
1077,6,CULIACAN,14,5,URBANA,2,-107.40925,24.785854
1078,6,CULIACAN,14,5,URBANA,2,-107.4082,24.78498
1079,6,CULIACAN,14,5,URBANA,2,-107.406677,24.787174
1080,6,CULIACAN,14,5,URBANA,2,-107.404948,24.787672
1081,6,CULIACAN,14,5,URBANA,2,-107.403667,24.787914
1082,6,CULIACAN,14,5,URBANA,2,-107.401705,24.788425
1083,6,CULIACAN,14,5,URBANA,2,-107.401646,24.786961
1084,6,CULIACAN,14,5,URBANA,2,-107.403017,24.786145
1085,6,CULIACAN,14,5,URBANA,2,-107.403379,24.785381
1086,6,CULIACAN,14,5,URBANA,2,-107.400766,24.78393
1087,6,CULIACAN,14,5,URBANA,2,-107.402328,24.782645
1088,6,CULIACAN,14,5,URBANA,2,-107.39919,24.782091
1089,6,CULIACAN,14,5,URBANA,2,-107.396729,24.779859
1090,6,CULIACAN,14,5,URBANA,2,-107.402103,24.780746
1091,6,CULIACAN,14,5,URBANA,2,-107.405212,24.780958
1092,6,CULIACAN,14,5,URBANA,2,-107.404503,24.782419
1093,6,CULIACAN,14,5,URBANA,2,-107.406758,24.782737
1094,6,CULIACAN,14,5,URBANA,2,-107.409647,24.782601
1095,6,CULIACAN,14,5,URBANA,2,-107.408941,24.780124
1096,6,CULIACAN,14,5,URBANA,2,-107.412492,24.779904
1097,6,CULIACAN,14,5,URBANA,2,-107.414657,24.780612
1098,6,CULIACAN,14,5,URBANA,2,-107.415518,24.782563
1099,6,CULIACAN,14,5,URBANA,2,-107.416882,24.781219
1100,6,CULIACAN,14,5,URBANA,2,-107.41856,24.779663
1101,6,CULIACAN,14,5,URBANA,2,-107.419694,24.780662
1102,6,CULIACAN,14,5,URBANA,2,-107.421352,24.779085
1103,6,CULIACAN,14,5,URBANA,2,-107.425124,24.778892
1104,6,CULIACAN,14,5,URBANA,2,-107.426902,24.777893
1105,6,CULIACAN,14,5,URBANA,2,-107.42755,24.777092
1106,6,CULIACAN,14,5,URBANA,2,-107.428274,24.775915
1107,6,CULIACAN,14,5,URBANA,2,-107.43077,24.776315
1108,6,CULIACAN,14,5,URBANA,2,-107.432396,24.776789
1109,6,CULIACAN,14,5,URBANA,2,-107.432379,24.775034
1110,6,CULIACAN,14,5,URBANA,2,-107.429526,24.77439
1111,6,CULIACAN,14,5,URBANA,2,-107.426729,24.77392
1112,6,CULIACAN,14,5,URBANA,2,-107.424907,24.775007
1113,6,CULIACAN,14,5,URBANA,2,-107.424,24.776523
1114,6,CULIACAN,14,5,URBANA,2,-107.422371,24.777513
1115,6,CULIACAN,14,5,URBANA,2,-107.419484,24.777443
1116,6,CULIACAN,14,5,URBANA,2,-107.417422,24.778662
1117,6,CULIACAN,14,5,URBANA,2,-107.413849,24.778596
1118,6,CULIACAN,14,5,URBANA,2,-107.410237,24.777949
1119,6,CULIACAN,14,5,URBANA,2,-107.403082,24.777801
1120,6,CULIACAN,14,5,URBANA,2,-107.407908,24.775887
1121,6,CULIACAN,14,5,URBANA,2,-107.411603,24.776632
1122,6,CULIACAN,14,5,URBANA,2,-107.414843,24.777655
1123,6,CULIACAN,14,5,URBANA,2,-107.415872,24.776719
1124,6,CULIACAN,14,5,URBANA,2,-107.417581,24.775797
1125,6,CULIACAN,14,5,URBANA,2,-107.420429,24.775853
1126,6,CULIACAN,14,5,URBANA,2,-107.422118,24.774937
1127,6,CULIACAN,14,5,URBANA,2,-107.423048,24.773362
1128,6,CULIACAN,14,5,URBANA,2,-107.425439,24.772442
1129,6,CULIACAN,14,5,URBANA,2,-107.429187,24.772042
1130,6,CULIACAN,14,5,URBANA,2,-107.432771,24.772796
1131,6,CULIACAN,14,5,URBANA,2,-107.433927,24.770118
1132,6,CULIACAN,14,5,URBANA,2,-107.436517,24.767094
1133,6,CULIACAN,14,5,URBANA,2,-107.430245,24.769875
1134,6,CULIACAN,14,5,URBANA,2,-107.428513,24.76862
1135,6,CULIACAN,14,5,URBANA,2,-107.427813,24.770693
1136,6,CULIACAN,14,5,URBANA,2,-107.425244,24.769384
1137,6,CULIACAN,14,5,URBANA,2,-107.423921,24.771132
1138,6,CULIACAN,14,5,URBANA,2,-107.421148,24.771708
1139,6,CULIACAN,14,5,URBANA,2,-107.419828,24.772953
1140,6,CULIACAN,14,5,URBANA,2,-107.418529,24.774222
1141,6,CULIACAN,14,5,URBANA,2,-107.415697,24.774139
1142,6,CULIACAN,14,5,URBANA,2,-107.413282,24.775052
1143,6,CULIACAN,14,5,URBANA,2,-107.409321,24.774644
1144,6,CULIACAN,16,5,URBANA,2,-107.406633,24.77348
1145,6,CULIACAN,16,5,URBANA,2,-107.402815,24.774697
1146,6,CULIACAN,16,5,URBANA,2,-107.398547,24.775225
1147,6,CULIACAN,16,5,URBANA,2,-107.395869,24.776189
1148,6,CULIACAN,16,5,URBANA,2,-107.393621,24.777036
1149,6,CULIACAN,16,5,URBANA,2,-107.394456,24.774515
1150,6,CULIACAN,16,5,URBANA,2,-107.396541,24.769818
1152,6,CULIACAN,16,5,URBANA,2,-107.399684,24.769974
1153,6,CULIACAN,16,5,URBANA,2,-107.400594,24.772894
1154,6,CULIACAN,16,5,URBANA,2,-107.403164,24.771446
1155,6,CULIACAN,16,5,URBANA,2,-107.404999,24.770718
1156,6,CULIACAN,16,5,URBANA,2,-107.404955,24.767767
1157,6,CULIACAN,16,5,URBANA,2,-107.40985,24.772091
1158,6,CULIACAN,14,5,URBANA,2,-107.411385,24.77342
1159,6,CULIACAN,14,5,URBANA,2,-107.413427,24.772149
1160,6,CULIACAN,14,5,URBANA,2,-107.416261,24.772237
1161,6,CULIACAN,14,5,URBANA,2,-107.417944,24.771302
1162,6,CULIACAN,14,5,URBANA,2,-107.418503,24.769373
1163,6,CULIACAN,14,5,URBANA,2,-107.422399,24.769814
1164,6,CULIACAN,14,5,URBANA,2,-107.420895,24.768486
1165,6,CULIACAN,14,5,URBANA,2,-107.422912,24.767239
1166,6,CULIACAN,14,5,URBANA,2,-107.423684,24.765648
1167,6,CULIACAN,14,5,URBANA,2,-107.426321,24.766962
1168,6,CULIACAN,14,5,URBANA,2,-107.428743,24.766265
1169,6,CULIACAN,15,5,URBANA,2,-107.444545,24.756104
1170,6,CULIACAN,15,5,URBANA,2,-107.435691,24.761242
1171,6,CULIACAN,15,5,URBANA,2,-107.429345,24.763518
1172,6,CULIACAN,15,5,URBANA,2,-107.425783,24.764076
1173,6,CULIACAN,14,5,URBANA,2,-107.420657,24.765447
1174,6,CULIACAN,14,5,URBANA,2,-107.419379,24.767148
1175,6,CULIACAN,14,5,URBANA,2,-107.416059,24.769655
1176,6,CULIACAN,14,5,URBANA,2,-107.413989,24.770227
1177,6,CULIACAN,16,5,URBANA,2,-107.411544,24.770497
1178,6,CULIACAN,16,5,URBANA,2,-107.404981,24.763771
1179,6,CULIACAN,16,5,URBANA,2,-107.41106,24.767883
1180,6,CULIACAN,14,5,URBANA,2,-107.413789,24.767727
1181,6,CULIACAN,16,5,URBANA,2,-107.403648,24.750755
1182,6,CULIACAN,16,5,URBANA,2,-107.411873,24.762044
1183,6,CULIACAN,14,5,URBANA,2,-107.416054,24.767053
1184,6,CULIACAN,14,5,URBANA,2,-107.417496,24.765484
1185,6,CULIACAN,16,5,URBANA,2,-107.414709,24.760822
1187,6,CULIACAN,14,5,URBANA,2,-107.421974,24.763852
1188,6,CULIACAN,15,5,URBANA,2,-107.420378,24.758325
1189,6,CULIACAN,15,5,URBANA,2,-107.42381,24.75835
1190,6,CULIACAN,15,5,URBANA,2,-107.428354,24.761193
1191,6,CULIACAN,15,5,URBANA,2,-107.435328,24.759467
1192,6,CULIACAN,15,5,URBANA,2,-107.432922,24.758505
1193,6,CULIACAN,15,5,URBANA,2,-107.436457,24.75703
1194,6,CULIACAN,15,5,URBANA,2,-107.426769,24.756932
1195,6,CULIACAN,15,5,URBANA,2,-107.43078,24.757426
1196,6,CULIACAN,15,5,URBANA,2,-107.435461,24.755924
1197,6,CULIACAN,15,5,URBANA,2,-107.428394,24.755104
1198,6,CULIACAN,15,5,URBANA,2,-107.432438,24.755146
1199,6,CULIACAN,15,5,URBANA,2,-107.436629,24.754067
1200,6,CULIACAN,15,5,URBANA,2,-107.428282,24.746618
1201,6,CULIACAN,15,5,URBANA,2,-107.436602,24.746662
1202,6,CULIACAN,15,5,URBANA,2,-107.428035,24.752633
1203,6,CULIACAN,15,5,URBANA,2,-107.427871,24.750723
1204,6,CULIACAN,15,5,URBANA,2,-107.423465,24.752051
1206,6,CULIACAN,11,7,URBANA,2,-107.377508,24.843544
1207,6,CULIACAN,11,7,URBANA,2,-107.378406,24.836632
1208,6,CULIACAN,11,7,URBANA,2,-107.379089,24.83408
1209,6,CULIACAN,11,7,URBANA,2,-107.376971,24.834281
1211,6,CULIACAN,11,7,URBANA,2,-107.377895,24.832617
1212,6,CULIACAN,11,7,URBANA,2,-107.377779,24.831514
1213,6,CULIACAN,11,7,URBANA,2,-107.377968,24.83054
1214,6,CULIACAN,13,7,URBANA,2,-107.372303,24.829321
1215,6,CULIACAN,13,7,URBANA,2,-107.37789,24.829069
1216,6,CULIACAN,13,7,URBANA,2,-107.380542,24.825085
1217,6,CULIACAN,11,7,URBANA,2,-107.3998,24.861211
1219,6,CULIACAN,11,7,URBANA,2,-107.395961,24.853231
1220,6,CULIACAN,11,7,URBANA,2,-107.397358,24.848179
1221,6,CULIACAN,11,7,RURAL,4,-107.512295,25.098964
1222,6,CULIACAN,11,7,MIXTA,3,-107.465857,25.105169
1223,6,CULIACAN,11,7,URBANA,2,-107.44833,25.090365
1224,6,CULIACAN,11,7,URBANA,2,-107.455373,25.085139
1225,6,CULIACAN,11,7,RURAL,4,-107.35392,25.168277
1226,6,CULIACAN,11,7,RURAL,4,-107.300542,25.107565
1227,6,CULIACAN,11,7,RURAL,4,-107.184717,25.188247
1228,6,CULIACAN,11,7,RURAL,4,-107.20225,25.080226
1229,6,CULIACAN,11,7,RURAL,4,-107.272015,25.030547
1230,6,CULIACAN,11,7,RURAL,4,-107.370714,25.054319
1231,6,CULIACAN,11,7,RURAL,4,-107.510892,25.056341
1232,6,CULIACAN,11,7,RURAL,4,-107.451426,25.055822
1233,6,CULIACAN,11,7,RURAL,4,-107.43811,25.014823
1234,6,CULIACAN,11,7,RURAL,4,-107.557293,25.021729
1235,6,CULIACAN,11,7,RURAL,4,-107.571086,24.983245
1236,6,CULIACAN,11,7,RURAL,4,-107.511537,25.006778
1237,6,CULIACAN,11,7,RURAL,4,-107.476026,24.977052
1238,6,CULIACAN,11,7,RURAL,4,-107.333813,25.004115
1239,6,CULIACAN,11,7,URBANA,2,-107.345013,24.937409
1240,6,CULIACAN,11,7,RURAL,4,-107.310126,24.959038
1241,6,CULIACAN,11,7,RURAL,4,-107.373837,24.949561
1242,6,CULIACAN,11,7,RURAL,4,-107.417549,24.968439
1243,6,CULIACAN,11,7,RURAL,4,-107.491739,24.957959
1244,6,CULIACAN,11,7,MIXTA,3,-107.532056,24.934113
1245,6,CULIACAN,11,7,MIXTA,3,-107.490556,24.903682
1246,6,CULIACAN,11,7,MIXTA,3,-107.537263,24.897994
1247,6,CULIACAN,11,7,MIXTA,3,-107.640992,24.927292
1248,6,CULIACAN,11,7,MIXTA,3,-107.592203,24.928035
1249,6,CULIACAN,11,7,URBANA,2,-107.628378,24.896999
1250,6,CULIACAN,11,7,MIXTA,3,-107.611528,24.891149
1251,6,CULIACAN,11,7,URBANA,2,-107.631596,24.892126
1252,6,CULIACAN,11,7,MIXTA,3,-107.662577,24.894405
1253,6,CULIACAN,11,7,URBANA,2,-107.633551,24.896023
1254,6,CULIACAN,11,7,URBANA,2,-107.636505,24.896283
1255,6,CULIACAN,11,7,RURAL,4,-107.449463,24.919975
1256,6,CULIACAN,11,7,RURAL,4,-107.423036,24.901659
1257,6,CULIACAN,11,7,RURAL,4,-107.375912,24.921541
1258,6,CULIACAN,11,7,RURAL,4,-107.336795,24.911987
1259,6,CULIACAN,11,7,MIXTA,3,-107.351226,24.882563
1260,6,CULIACAN,11,7,MIXTA,3,-107.388625,24.888786
1261,6,CULIACAN,11,7,MIXTA,3,-107.391124,24.879159
1262,6,CULIACAN,11,7,URBANA,2,-107.390438,24.869503
1263,6,CULIACAN,12,5,RURAL,4,-107.411928,24.857264
1264,6,CULIACAN,12,5,RURAL,4,-107.510872,24.862666
1265,6,CULIACAN,12,5,URBANA,2,-107.575894,24.843163
1266,6,CULIACAN,12,5,MIXTA,3,-107.59038,24.827618
1267,6,CULIACAN,12,5,RURAL,4,-107.560111,24.833871
1268,6,CULIACAN,12,5,RURAL,4,-107.56065,24.80603
1269,6,CULIACAN,12,5,URBANA,2,-107.539092,24.826755
1270,6,CULIACAN,12,5,URBANA,2,-107.533252,24.826867
1271,6,CULIACAN,12,5,MIXTA,3,-107.534072,24.826999
1272,6,CULIACAN,12,5,URBANA,2,-107.537095,24.821273
1273,6,CULIACAN,12,5,MIXTA,3,-107.495625,24.829518
1274,6,CULIACAN,12,5,URBANA,2,-107.498577,24.819027
1276,6,CULIACAN,12,5,MIXTA,3,-107.460516,24.817371
1277,6,CULIACAN,12,5,MIXTA,3,-107.440035,24.847835
1278,6,CULIACAN,13,7,RURAL,4,-107.349409,24.819206
1280,6,CULIACAN,15,5,URBANA,2,-107.512444,24.782644
1281,6,CULIACAN,15,5,MIXTA,3,-107.51573,24.793365
1282,6,CULIACAN,15,5,MIXTA,3,-107.503687,24.778491
1283,6,CULIACAN,15,5,URBANA,2,-107.506367,24.780721
1284,6,CULIACAN,15,5,URBANA,2,-107.507646,24.777325
1285,6,CULIACAN,15,5,URBANA,2,-107.509185,24.780681
1286,6,CULIACAN,15,5,URBANA,2,-107.512271,24.780922
1287,6,CULIACAN,15,5,URBANA,2,-107.516906,24.779596
1288,6,CULIACAN,15,5,URBANA,2,-107.515354,24.776433
1289,6,CULIACAN,15,5,URBANA,2,-107.512181,24.778457
1290,6,CULIACAN,15,5,URBANA,2,-107.510234,24.778639
1291,6,CULIACAN,15,5,URBANA,2,-107.512337,24.77544
1292,6,CULIACAN,15,5,URBANA,2,-107.507926,24.774455
1293,6,CULIACAN,15,5,MIXTA,3,-107.508813,24.765535
1294,6,CULIACAN,15,5,RURAL,4,-107.499902,24.743812
1295,6,CULIACAN,13,7,URBANA,2,-107.382313,24.802373
1296,6,CULIACAN,13,7,URBANA,2,-107.379736,24.802764
1297,6,CULIACAN,13,7,URBANA,2,-107.378293,24.803502
1298,6,CULIACAN,13,7,URBANA,2,-107.376274,24.803457
1299,6,CULIACAN,13,7,URBANA,2,-107.374452,24.802746
1300,6,CULIACAN,13,7,URBANA,2,-107.372527,24.801864
1301,6,CULIACAN,13,7,URBANA,2,-107.370325,24.801106
1302,6,CULIACAN,13,7,URBANA,2,-107.367439,24.800876
1303,6,CULIACAN,13,7,URBANA,2,-107.364562,24.800019
1304,6,CULIACAN,13,7,URBANA,2,-107.36142,24.800816
1305,6,CULIACAN,13,7,URBANA,2,-107.355388,24.801028
1306,6,CULIACAN,13,7,URBANA,2,-107.352696,24.807579
1307,6,CULIACAN,13,7,URBANA,2,-107.3462,24.807129
1308,6,CULIACAN,13,7,URBANA,2,-107.338562,24.807111
1309,6,CULIACAN,17,7,URBANA,2,-107.330417,24.807833
1311,6,CULIACAN,17,7,URBANA,2,-107.350253,24.801456
1312,6,CULIACAN,13,7,URBANA,2,-107.35764,24.799491
1313,6,CULIACAN,13,7,URBANA,2,-107.361153,24.799028
1314,6,CULIACAN,13,7,URBANA,2,-107.364164,24.797679
1315,6,CULIACAN,13,7,URBANA,2,-107.367653,24.799672
1316,6,CULIACAN,13,7,URBANA,2,-107.37163,24.7991
1317,6,CULIACAN,13,7,URBANA,2,-107.375086,24.800757
1318,6,CULIACAN,13,7,URBANA,2,-107.377367,24.801131
1319,6,CULIACAN,13,7,URBANA,2,-107.380705,24.801481
1320,6,CULIACAN,13,7,URBANA,2,-107.380836,24.800341
1321,6,CULIACAN,13,7,URBANA,2,-107.367841,24.798779
1322,6,CULIACAN,13,7,URBANA,2,-107.360776,24.796733
1323,6,CULIACAN,13,7,URBANA,2,-107.356618,24.797829
1324,6,CULIACAN,17,7,URBANA,2,-107.348385,24.796878
1325,6,CULIACAN,17,7,URBANA,2,-107.351561,24.795435
1326,6,CULIACAN,13,7,URBANA,2,-107.356097,24.796417
1327,6,CULIACAN,13,7,URBANA,2,-107.364264,24.795782
1328,6,CULIACAN,13,7,URBANA,2,-107.36706,24.796812
1329,6,CULIACAN,13,7,URBANA,2,-107.369306,24.797588
1331,6,CULIACAN,13,7,URBANA,2,-107.373701,24.796464
1332,6,CULIACAN,13,7,URBANA,2,-107.379645,24.799444
1333,6,CULIACAN,13,7,URBANA,2,-107.381879,24.798686
1334,6,CULIACAN,13,7,URBANA,2,-107.380483,24.797038
1335,6,CULIACAN,13,7,URBANA,2,-107.378574,24.798226
1336,6,CULIACAN,13,7,URBANA,2,-107.370076,24.795604
1337,6,CULIACAN,13,7,URBANA,2,-107.367386,24.795015
1338,6,CULIACAN,13,7,URBANA,2,-107.364519,24.793682
1339,6,CULIACAN,13,7,URBANA,2,-107.361576,24.794526
1340,6,CULIACAN,13,7,URBANA,2,-107.357685,24.795045
1341,6,CULIACAN,17,7,URBANA,2,-107.351363,24.794525
1342,6,CULIACAN,13,7,URBANA,2,-107.356648,24.793689
1343,6,CULIACAN,13,7,URBANA,2,-107.360482,24.79196
1344,6,CULIACAN,13,7,URBANA,2,-107.367607,24.793489
1345,6,CULIACAN,13,7,URBANA,2,-107.370246,24.793682
1346,6,CULIACAN,13,7,URBANA,2,-107.378295,24.796743
1347,6,CULIACAN,13,7,URBANA,2,-107.380178,24.794988
1348,6,CULIACAN,13,7,URBANA,2,-107.377888,24.796141
1349,6,CULIACAN,13,7,URBANA,2,-107.377008,24.795394
1350,6,CULIACAN,13,7,URBANA,2,-107.380003,24.79367
1351,6,CULIACAN,13,7,URBANA,2,-107.376291,24.794248
1352,6,CULIACAN,13,7,URBANA,2,-107.368146,24.792007
1353,6,CULIACAN,13,7,URBANA,2,-107.364444,24.791575
1354,6,CULIACAN,13,7,URBANA,2,-107.356395,24.791728
1355,6,CULIACAN,17,7,URBANA,2,-107.352731,24.792704
1356,6,CULIACAN,17,7,URBANA,2,-107.349023,24.79315
1357,6,CULIACAN,17,7,URBANA,2,-107.347615,24.789687
1358,6,CULIACAN,17,7,URBANA,2,-107.349857,24.789705
1359,6,CULIACAN,17,7,URBANA,2,-107.352724,24.789906
1360,6,CULIACAN,17,7,URBANA,2,-107.355853,24.789698
1361,6,CULIACAN,13,7,URBANA,2,-107.359099,24.788886
1362,6,CULIACAN,13,7,URBANA,2,-107.361741,24.789125
1363,6,CULIACAN,13,7,URBANA,2,-107.364495,24.789747
1364,6,CULIACAN,13,7,URBANA,2,-107.367453,24.790756
1365,6,CULIACAN,13,7,URBANA,2,-107.37162,24.791353
1366,6,CULIACAN,13,7,URBANA,2,-107.374604,24.792154
1367,6,CULIACAN,13,7,URBANA,2,-107.377145,24.792987
1368,6,CULIACAN,13,7,URBANA,2,-107.379536,24.79182
1369,6,CULIACAN,13,7,URBANA,2,-107.377949,24.791953
1370,6,CULIACAN,13,7,URBANA,2,-107.37665,24.791824
1371,6,CULIACAN,13,7,URBANA,2,-107.37897,24.78933
1372,6,CULIACAN,13,7,URBANA,2,-107.376675,24.790582
1373,6,CULIACAN,13,7,URBANA,2,-107.373952,24.789558
1374,6,CULIACAN,13,7,URBANA,2,-107.37067,24.789872
1375,6,CULIACAN,13,7,URBANA,2,-107.36749,24.78955
1376,6,CULIACAN,17,7,URBANA,2,-107.355656,24.787556
1377,6,CULIACAN,17,7,URBANA,2,-107.347628,24.779398
1378,6,CULIACAN,13,7,URBANA,2,-107.360335,24.787312
1379,6,CULIACAN,13,7,URBANA,2,-107.364449,24.787758
1380,6,CULIACAN,13,7,URBANA,2,-107.367727,24.788188
1381,6,CULIACAN,13,7,URBANA,2,-107.370639,24.787848
1382,6,CULIACAN,13,7,URBANA,2,-107.373439,24.787978
1383,6,CULIACAN,13,7,URBANA,2,-107.376254,24.788903
1384,6,CULIACAN,13,7,URBANA,2,-107.380888,24.787615
1385,6,CULIACAN,13,7,URBANA,2,-107.37841,24.787538
1386,6,CULIACAN,13,7,URBANA,2,-107.380377,24.786004
1387,6,CULIACAN,13,7,URBANA,2,-107.377958,24.786282
1388,6,CULIACAN,13,7,URBANA,2,-107.375792,24.787116
1389,6,CULIACAN,13,7,URBANA,2,-107.37298,24.786431
1390,6,CULIACAN,13,7,URBANA,2,-107.367403,24.786515
1391,6,CULIACAN,13,7,URBANA,2,-107.365015,24.785292
1392,6,CULIACAN,13,7,URBANA,2,-107.362294,24.785304
1393,6,CULIACAN,13,7,URBANA,2,-107.358711,24.786108
1394,6,CULIACAN,17,7,URBANA,2,-107.354777,24.784052
1395,6,CULIACAN,13,7,URBANA,2,-107.357742,24.784261
1396,6,CULIACAN,13,7,URBANA,2,-107.360023,24.783098
1397,6,CULIACAN,13,7,URBANA,2,-107.36355,24.782931
1398,6,CULIACAN,13,7,URBANA,2,-107.367119,24.784448
1399,6,CULIACAN,13,7,URBANA,2,-107.369128,24.784271
1400,6,CULIACAN,13,7,URBANA,2,-107.371447,24.784846
1401,6,CULIACAN,13,7,URBANA,2,-107.373252,24.784466
1402,6,CULIACAN,13,7,URBANA,2,-107.375409,24.785571
1403,6,CULIACAN,13,7,URBANA,2,-107.379636,24.784339
1404,6,CULIACAN,13,7,URBANA,2,-107.377425,24.784795
1405,6,CULIACAN,13,7,URBANA,2,-107.37559,24.7835
1406,6,CULIACAN,13,7,URBANA,2,-107.372319,24.783039
1407,6,CULIACAN,13,7,URBANA,2,-107.36684,24.781675
1408,6,CULIACAN,13,7,URBANA,2,-107.362053,24.78106
1409,6,CULIACAN,17,7,URBANA,2,-107.357938,24.780582
1410,6,CULIACAN,17,7,URBANA,2,-107.356501,24.782217
1411,6,CULIACAN,17,7,URBANA,2,-107.352521,24.779536
1412,6,CULIACAN,17,7,URBANA,2,-107.356628,24.777036
1413,6,CULIACAN,17,7,URBANA,2,-107.360114,24.779579
1414,6,CULIACAN,17,7,URBANA,2,-107.361814,24.778676
1415,6,CULIACAN,13,7,URBANA,2,-107.365559,24.778627
1416,6,CULIACAN,13,7,URBANA,2,-107.365562,24.780343
1417,6,CULIACAN,13,7,URBANA,2,-107.371668,24.781846
